x,y
restructuré,-0.25
restructuration,-0.25
restriction,-0.75
restreint,-0.8
restreindre,-0.8
restreindre,-0.75
restreindre,-0.5
restitution,0.8
rester bouche bée,-0.6
restaurer,0.25
restaurer,0.5
restaurations,0.8
restaurations,0.8
ressusciter,-0.25
ressuscité,-0.25
Ressources,0.25
ressource,1
ressortir,0.6
ressenti,-1
ressenti,-1
responsable,-0.25
responsable,0.25
responsable,0.8
responsable,1
responsabilité,-0.5
responsabilité,0.8
resplendissant,0.5
respiration sifflante,-1
respectueux des lois,1
respectueux des lois,1
respectueux,0.75
respectueux,1
respects,0.8
respectant,0.8
respectable,0.75
respectabilité,1
respect de soi,1
respect,0.5
résout,0.6
résout,0.8
résoudre,0.8
résoudre,0.8
résolu,0.5
résolu,0.6
résolu,0.8
résistif,-0.6
résister,-0.6
résister,-0.6
résister,0.25
résistant,-0.25
résilient,0.5
Résiliation,-0.8
résidu,-0.25
résidé,0.4
requin,-1
répulsion,-1
répulsion,-0.5
répulsif,-0.8
répugner,-0.5
répugnant,-1
répugnant,-1
répugnant,-1
répugnance,-1
répugnance,-1
répudier,-0.8
répudiation,-0.5
reproducteur,0.6
reprocher,-0.8
reproche,-1
reproche,-0.5
reprise,0.4
réprimer,-0.5
réprimer,-0.5
réprimander,-0.5
réprimander,-0.25
réprimandé,-0.8
réprimande,-0.75
réprimande,-0.5
répressif,-1
représailles,-1
représailles,-0.25
répréhensible,-1
répréhensible,-1
répréhensible,-1
répréhensible,-0.5
repousser,-1
repousser,-0.75
repousser,-0.6
repoussant,-1
repoussant,-0.5
repoussant,-0.5
reposant,1
repos,0.8
reporter,-0.25
reporté,-0.4
reporte,-0.4
report,-0.25
répondre,-0.1
répit,0.75
répétitif,-0.4
repentant,0.4
réparatrice,1
réparation,0.1
répandu,-0.25
repaire,-0.25
réorienter,-0.25
renvoyé,-0.75
renverser,-0.5
renverser,-0.5
renverser,-0.5
renverse,-0.25
rénover,0.8
rénovation,0.8
renouvellement,0.1
renouvelé,0.25
renonciation,-0.5
renoncer,-0.5
renoncer,-0.5
renoncer,-0.25
renoncer,-0.25
renommée,0.5
renommé,0.5
renfrogné,-1
renfrogné,-1
renforcer,0.25
renforcer,0.5
renforcer,0.5
renforcement,0.5
renforcement,0.8
renforcée,0.8
renforcé,1
renforce,1
renflouement,-0.25
renégat,-0.25
rendre,-0.25
rencontre,-0.25
renarde,-0.25
renaître,0.6
renaissant,-0.25
Renaissance,0.25
rémunérer,0.6
rémunéré,0.8
remuer,-0.8
remue-méninges,0.6
remplit,0.8
remplissage,0.4
remplir,0.75
remplir,0.8
rempli,0.4
rempli,0.8
remplaçable,0.25
remodeler,0.1
remise,0.25
remettre à plus tard,-0.5
remettre à plus tard,-0.4
remercier,0.5
remerciement,1
remède,0.25
remboursement,0.4
remboursé,0.8
remarquablement,0.5
remarquablement,1
remarquable,0.75
remarquable,0.8
réluctance,-0.8
relent,-0.25
relégation,-0.25
relaxation,1
relativité,0.1
relation amicale,0.5
relation,0.1
relatif,0.1
relancer,0.25
réjouir,1
rejoint,0.6
rejette,-0.75
rejeter,-0.75
rejeter,-0.6
rejeté,-1
rejet,-0.75
réhabiliter,1
réhabilitation,1
régulièrement,0.8
régularité,0.25
regretté,-1
regretté,-1
regrettable,-0.5
regrets,-0.5
régression,-0.5
régresser,-0.5
réglementaire,-0.25
réglage d'enregistrement,1
région forestière inexploitée,-1
régime,-0.25
régent,0.4
regarder,-0.25
regard noir,-0.6
réfuter,-0.6
réfuter,-0.4
réfuter,-0.4
réfuté,-0.4
réfute,-0.4
réfutation,-0.4
réfutation,-0.4
refuser,-0.75
refuser,-0.6
refusé,-1
refusé,-0.75
refusé,-0.75
refusé,-0.6
refuse,-0.8
refus,-0.5
refuge,-0.25
refuge,1
refroidissement,-0.1
Refrain,0.25
refoulé,-1
réformer,1
réformé,-0.25
réformé,1
réformateur,1
refonte,-0.4
réflechir,0.4
réfléchi,0.4
réfléchi,1
refaire surface,-0.25
reeled,-0.4
réel,0.4
Reeks,-1
réduire,-0.25
redresser,0.6
redouté,-0.5
redoutable,-0.6
redoutable,-0.5
redondant,-0.5
redondance,-1
redevable,-0.4
redécouvert,0.25
récupérer,0.1
récupération,0.25
reculer,-0.75
reculé,-0.8
reculé,-0.8
rectifier,0.25
rectifier,0.8
rectification,0.8
recroquevillé,-0.5
récrire,-0.25
récréatif,0.8
recours,-1
reconstruire,0.1
reconstitution,0.8
reconnaissant,1
reconnaissant,1
reconnaissance,0.4
Reconnaissance,0.75
reconnaissable,0.8
réconfortant,0.5
réconfortant,0.5
réconfortant,0.8
réconfort,0.5
réconcilier,1
réconciliation,0.5
récompenses,0.5
récompensé,0.5
récompense,0.5
récompense,0.75
recommande,0.8
recommandations,0.8
recommandation,0.8
récolté,0.8
récolte,0.6
reclus,-0.8
réclamant,-0.6
rechute,-0.5
recherché,0.25
rêche,-0.5
réchauffe,0.6
récessionnaire,-1
rebuffade,-0.25
rebondissements,-1
rébellion,-0.6
rebelle,-0.6
réassemblé,0.4
réaliste,0.6
réalisations,1
réalisations,1
réalisation,0.25
réalisation,0.8
réalisateur,0.25
réalisable,0.4
réalisable,0.4
réalisable,0.8
réalisable,0.8
réalisable,1
réagir de façon excessive,-1
réaction exagérée,-1
rayonné,0.8
rayé,-0.6
ravive,0.25
ravissements,0.25
ravissement,0.75
ravir,-0.6
ravir,0.5
ravi,-0.8
ravi,1
ravi,1
ravi,1
ravageur,-0.5
ravager,-1
ravage,-1
ravage,-1
rauque,-0.8
rauque,-0.8
ratissé,-1
rationalisé,0.6
ratifié,0.1
raté,-0.5
rat,-0.5
rassurant,1
rassurances,-0.25
rareté,-0.5
rare,-0.5
rapports,0.25
rapport,0.6
rappeler,-0.25
rapidité,0.4
rapidité,0.8
rapidement,0.4
rapidement,0.6
rapidement,1
rapide,-1
rapide,0.5
rapide,0.6
rapide,1
râpé,-1
râpé,-0.8
râpé,-0.4
rangé,0.8
randonnée,-0.4
randonnée,-0.1
rancunes,-1
rancune,-0.75
rancœur,-0.75
rance,-0.5
rampant,-0.8
rampant,-0.6
rampant,-0.6
RAM,-0.25
rallumé,-0.1
râleur,-1
ralentissement,-0.8
ralentir,-1
ralenti,-0.25
ralenti,-0.25
rajeunir,0.5
rajeunir,1
raisonnement,0.1
raisonnablement,1
raisonnable,0.5
raison,0.6
railleur,-0.75
railleries,-1
raillé,-1
raillé,-0.6
rail,-1
Raidir,-0.6
raidi,-0.6
raide,-1
raide,-0.25
raid,-0.6
ragtag,-0.25
Ragoût,-1
rageusement,-1
rage,-1
rage,-0.5
rafraîchissant,0.5
rafraîchir,0.8
raffinement,0.75
raffiné,1
radotage,-1
radon,-0.25
radioactif,-0.8
radieux,0.5
radieux,0.8
radieux,1
radicalisation,-0.6
radicalement,-0.4
radical,-0.6
radical,-0.4
radiation,-0.4
radiant,0.75
raconter,-0.25
raclée,-1
racistes,-1
raciste,-1
racisme,-1
rachitique,-1
racheter,1
racheter,1
rachat,0.25
racé,-0.25
raccords,0.4
raccord,0.4
rabougri,-0.5
rabaisser,-0.75
rabaissé,-0.5
rabais,0.8
quitter,-1
quitter,-0.6
qui fuit,-0.75
qui donne à réfléchir,-0.25
qui démange,-0.5
queue,-1
questionnaire,-0.25
queruleusement,-1
querelleusement,-1
querelleuse,-1
querelleur,-1
querelleur,-1
querelles,-1
querelle,-1
querelle,-1
querelle,-0.5
quartiers,-0.4
qualité supérieure,1
qualité,1
qualifié,0.5
qualifié,0.5
qualification,0.8
putride,-1
putain de,-1
putain,-1
putain,-1
pusillanime,-0.5
pus,-0.25
puriste,0.4
purifier,0.5
purifier,0.8
purification,1
purge,-0.5
pureté,0.8
purement,0.1
pur,1
punk,-1
punitif,-0.75
punit,-1
punissable,-1
punir,-0.75
punir,-0.5
punir,-0.5
puni,-0.5
punaise,-0.5
pulvériser,-0.8
pulvérisation,-0.25
puissant,0.75
puissance,0.25
puissance,0.6
puissamment,0.25
puissamment,1
pugnaciously,-0.25
pugnace,-0.25
puéril,-0.75
pue,-0.8
Puce,-0.1
publicité,0.4
puanteur,-1
puanteur,-1
puanteur,-0.5
puant,-0.8
puant,-0.5
psychose,-0.5
psycho,-1
prune,0.4
prudent,-1
prudent,0.25
prudent,0.5
prudence,-1
prudence,0.5
prudemment,0.4
proximité,0.25
provoquer,-0.5
provoqué,-0.6
provoque,-0.6
provoquant,-0.5
provocation,-0.5
provocant,-1
provisoirement,-1
proverbial,0.4
prouver,0.5
prouver,0.6
prouve,0.5
prouesse,0.6
protester,-0.5
protesté,-0.6
protestations,-0.5
protestation,-0.5
protéger,0.75
protéger,0.8
protège,0.8
protégé,0.8
protection,0.8
protection,0.8
protecteur,0.5
protecteur,0.8
prostituée,-0.8
prospros,1
prospérer,0.5
prospérer,1
prospère,0.75
propriétaire,0.1
propreté,0.5
propre,0.5
propre,0.8
proportionnel,0.4
proportionné,0.4
propice,0.8
propice,0.8
prophétisé,0.6
prophète,0.6
prononcé,-0.25
prononce,-0.25
promu,0.8
promouvoir,0.6
promouvoir,0.8
promotion,0.5
promoteur,0.6
promiscuité,-0.6
promis,0.5
promettre,0.75
prometteur,0.75
promesses,0.5
prolonger,-0.25
prolongé,-0.6
prolifique,0.5
proie,-0.8
proie,-0.5
prohibitif,-1
prohibitif,-0.5
progressive,0.25
profusion,-0.1
profondeur,-0.25
professionnel,0.8
professeur,0.4
profaner,-1
profane,-0.5
profanation,-1
produisant,0.6
productivité,1
production,0.1
producteur,0.4
prodiguer,0.5
prodigieux,0.5
prodigieux,0.6
prodigieusement,0.6
prodige,0.5
procureur,-0.6
procurer,-0.25
procrastine,-1
procrastination,-0.5
proclamation,0.1
prochain,0.4
procession,0.6
procès,-0.5
procédure,0.4
problèmes,-1
problèmes,-0.5
problème,-0.75
problématique,-1
probité,0.6
proactif,0.5
pro,1
prix élevé,-1
prix,0.5
prix,0.75
prix,0.8
privilégié,0.75
privilèges,0.4
privilège,0.5
priver,-1
priver,-0.5
privé,-0.5
privé,-0.25
prisonniers,-0.6
prisonnier,-0.75
prison,-0.75
prise en charge,0.75
prise de bec,-0.5
prise d'oeil,1
pris d'assaut,-0.25
priorité,0.6
principal,0.4
Princesse,0.6
prince,0.6
primitif,-0.6
prime,0.5
primauté,0.6
prik,-1
prier,-0.5
prier,0.1
prie,0.1
pricier,-0.25
prévu,-0.25
prévoyance,0.5
prévisible,-0.25
prévisibilité,0.25
prévenu,-0.4
préventif,-0.25
prévenir,-0.75
prévenir,-0.25
prévenir,0.25
prévenance,0.5
prévaloir,0.5
preuve factice,1
prêtrise,0.25
prêtresses,0.25
prêtre,0.25
prétexte,-1
prétexte,-0.5
prétentions,-0.8
prétentieux,-1
prétentieux,-1
prétentieusement,-1
prétendu,-0.25
prétendre,-0.25
prétendant,-0.6
prêt,0.8
prestigieux,1
prestige,0.5
pressions,-0.25
pression,-0.5
pression,-0.25
pressentiment,-0.5
pressentiment,0.25
pressé,-0.25
présomptueux,-1
présomptueux,-0.5
présomptueusement,-0.8
présidente,0.25
président,0.25
préserver,0.6
préservation,0.8
présentable,1
présent,0.25
présence,0.4
présence,0.4
prescient,0.8
présage,-0.8
présage,-0.25
préposés,0.4
préordonné,0.25
préoccuper,-0.25
préoccupations,-0.6
préoccupations,-0.25
prendre plaisir,0.75
prendre la fuite,-1
prendre au piège,-1
prémisse,0.25
première classe,0.8
première classe,1
première,0.6
premier-né,0.6
premier taux,1
premier fuseau,1
premier,0.1
premier,0.5
prémédité,-0.75
préméditation,-0.4
prématuré,-0.5
prélèvement,-0.25
préjuger,-0.8
préjudiciable,-0.5
préjudice,-0.5
préhension,-0.25
préférer,0.1
préfère,0.1
préféré,0.8
préféré,1
préférant,0.25
préférable,1
préemptif,-0.25
prééminent,0.5
prédominant,0.1
prédilection,0.25
prédictions,-0.25
prédateur,-0.5
préconisé,0.6
préconçu,-0.6
précision,0.8
précisément,0.8
précipité,-0.25
précipitations,0.1
précipitation,-0.25
précieux,0.5
précaution,-0.4
précairement,-0.5
précaire,-1
précaire,-0.75
pré éminent,1
pratique,0.5
pratique,0.8
pratique,1
pratique,1
pratfall,-0.25
pragmatique,0.8
poussiéreux,-0.6
poussière,-0.5
poussée,-0.4
pousse,0.1
poursuivre en justice,-1
poursuivre,-1
poursuivre,-0.8
poursuivre,-0.8
poursuivre,-0.8
poursuivre,-0.75
poursuivi,-0.8
poursuivi,-0.8
poursuites,-0.6
poursuite,-0.5
pourriture,-0.5
pourrir,-0.5
pourri,-0.6
pourri,-0.5
pourri,-0.5
poule mouillée,-0.4
pouilleux,-1
poudre à canon,-0.4
pouces vers le haut,1
poubelle,-0.5
Pouah,-0.25
pou,-0.8
pot-de-vin,-0.75
possessivité,-1
possessif,-1
possédé,-0.6
positifs,0.8
positif,0.75
posé,-0.25
portion,0.5
porter secours,0.25
portable,0.25
pornographique,-0.8
pornographie,-0.5
porno,-0.6
porno,-0.6
pored,0.25
porcs,-0.4
porcherie,-0.5
porc,-0.5
porc,-0.5
popularité,0.6
popularisé,0.6
populaire,0.5
populace,-0.8
poopy,-1
Pooped,-1
ponctuel,0.5
ponctualité,1
pompeux,-0.5
pompette,-0.25
polyvalent,0.6
polyvalent,1
pollueurs,-0.5
pollueur,-0.5
polluer,-0.75
pollué,-1
pollinisation,0.6
polio,-1
poliment,1
police,-0.25
poli,0.5
polémiser,-1
polémique,-0.25
polarisation,-0.4
poison,-0.75
pointu,-0.25
pointilleux,-0.4
point de repère,0.25
poing,-0.4
poinçons,0.6
poil,-0.5
poignée,-0.4
poignarder,-1
poignarder,-1
poignardé,-0.5
poignard,-0.8
poignant,0.6
poids mort,-1
poétiser,1
poétique,0.6
pneumonie,-1
pluvieux,-0.25
plusses,0.25
plus vendu,0.8
plus tranquille,0.4
plus stable,0.6
plus spacieux,0.8
plus sale,-0.8
plus sale,-0.8
plus robuste,0.8
plus riche,0.5
plus propre,0.8
plus pratique,1
plus pauvre,-0.5
plus pauvre,-0.5
plus minable,-1
plus méchant,-1
plus lisse,0.6
plus lent,-0.25
plus large,0.4
plus laid,-1
plus jeune,0.25
plus intelligent,0.5
plus heureux,0.5
plus hardier,0.5
plus grand,0.5
plus grand,0.5
plus grand,0.8
plus gonflé,-1
plus gentil,1
plus gentil,1
plus frais,0.8
plus frais,0.8
plus forte,0.5
Plus fort,-0.25
plus foncé,-0.6
plus ferme,-0.25
plus faible,-1
Plus facile,0.8
plus facile,0.8
plus étroit,-1
plus étrange,-0.8
plus étrange,-0.6
plus équilibré,-1
plus épais,-1
plus encombrant,-1
plus dur,-1
plus dur,-1
plus dur,0.25
plus doux,0.5
plus douce,0.6
plus cool,0.5
plus connu,0.6
plus connu,1
plus clair,0.8
plus cher,-0.8
plus chaud,0.6
plus bruyant,-1
plus brillant,0.6
plus bas,-1
plus amusant,0.5
plus agi,-1
plus,0.25
plonger,-0.4
plombé,-0.25
plomb,-0.8
pli,-0.25
pleurs,-1
pleurs,-0.5
pleurnicher,-1
pleureuse,-1
pleurer,-1
pleuré,-0.8
pleure,-1
pleure,-1
plénier,-0.25
pleinement,0.4
pleine conscience,1
plein de remords,-0.5
plein d'entrain,1
plébéien,-0.6
plausible,0.8
Planification,0.25
plaisir,0.5
plaisanterie,0.6
plaisant,1
plaintes,-1
plainte,-0.75
plaindre,-0.5
plaidoyers,-0.4
plaidoyer,-0.5
plaidoyer,0.6
plaidoirie,-0.4
plaideur,-0.4
plaider,-0.4
plaider,-0.4
plaidé,-0.4
plagier,-1
plagiat,-1
pittoresque,0.5
pittoresque,0.75
pitre,0.1
pitoyablement,-1
pitoyable,-1
pitoyable,-0.8
pitoyable,-0.8
pitié,-0.5
pitié,-0.5
pitbulls,-0.25
pistolet,-0.5
pistolet,-0.4
pistes,0.4
pisses,-0.8
pissé,-0.5
pisse,-0.6
pire,-0.75
pire,-0.5
pirate,-0.1
piqûre,-0.5
piquets de grève,-0.5
piquets,-0.25
piqueté,-0.25
piquet,-1
piquer,-0.75
piquer,-0.75
piquer,-0.5
pique-nique,0.6
piqué,-1
piqué,-0.8
piqué,1
piquants,-1
pionnier,0.25
pinprick,-0.8
piner,-0.25
pincer,-1
pilule,-0.25
pilori,-1
pilleurs,-0.8
pillard,-1
pillage,-0.5
pillage,-0.5
pilier,0.4
pieux,0.5
piété,0.5
pierreux,-0.25
pierres tombales,-0.6
pièges,-0.5
piégeage,-1
piège,-0.8
piège,-0.5
piégé,-1
piégé,-0.5
pied,-0.25
picoter,-1
picotement,-1
picorer,-0.25
physique,0.4
phobique,-0.5
phobie,-0.5
philosophies,0.4
philanthropie,1
philanthrope,1
phénoménalement,1
phénoménal,1
phare,0.6
peur,-0.75
peur,-0.75
peu serviable,-1
peu rentable,-0.8
peu rentable,-0.5
peu recommandable,-0.75
peu professionnel,-1
peu plausible,-0.8
peu orthodoxe,-0.6
peu orthodoxe,-0.25
peu judicieux,-1
peu impressionnant,-0.8
peu glorieux,-0.6
peu disposé,-0.5
peu convaincant,-0.5
peu connu,-1
peu attrayant,-0.5
peu apprécié,-1
peu,-0.25
pettifog,-0.25
pétrifier,-0.6
pétrifié,-0.5
petits enfants,0.6
petites-filles,0.6
petit sourire satisfait,-0.4
petit,-0.5
petit,-0.25
pétillant,0.5
pestes,-1
peste,-1
peste,-0.5
pessimiste,-1
pessimiste,-0.5
pessimisme,-0.75
pervertir,-0.5
perversité,-1
perversion,-0.75
pervers,-1
pervers,-0.75
perturber,-1
perturber,-0.8
perturbé,-0.75
perturbations,-0.8
perturbation,-1
perturbation,-0.75
perturbation,-0.75
perturbateur,-0.5
pertinent,0.4
pertinent,0.8
pertinemment,-0.25
perspicacité,0.5
perspicace,0.8
perspicace,0.8
perspectives,0.6
perspective,0.6
personnages,1
persistant,-0.4
persistant,0.4
persistance,0.4
persévérer,1
persévérance,1
persécution,-0.5
persécuter,-1
persécuter,-0.75
persécute,-1
perplexité,-0.5
perplexité,-0.5
perplexe,-1
perplexe,-0.8
perpétuité,-0.4
perpétuel,-0.4
pernicieux,-0.5
permis,0.8
permettre,0.25
permettre,0.8
perlé,-0.25
perk,1
périt,-1
périssable,-0.6
périr,-1
périr,-0.5
périmé,-0.4
périlleux,-0.5
péril,-1
péril,-1
perfunctorily,-0.25
perfidie,-1
perfide,-1
perfide,-0.5
perfectionné,1
perdu,-0.75
perdu,-0.75
perdre connaissance,-0.8
perdre,-0.25
perdition,-1
perdant,-0.75
perdant,-0.5
perd,-1
perché,0.6
perceptible,0.4
percées,0.8
percée,0.5
perçant,-0.25
péquenaud,-0.25
peps,1
pepping,1
pépère,0.8
pénurie,-0.75
pentacle,-0.25
pensivement,1
pension,-0.4
pensif,-0.25
penseur,0.5
pénitencier,-0.8
pénible,-0.5
pendu,-1
pendre,-0.25
penchée à gauche,-1
penchant,1
pénaliser,-1
pénal,-0.6
peluche,0.5
pellicules,-0.8
peler,-0.25
peine,-0.75
peeve,-1
peeling,-0.4
pédophilie,-1
pedigree,0.6
pédé,-0.8
pédant,-0.4
pécheur,-0.5
pécheresse,-1
pécher,-1
pêche à la ligne,0.25
pêche,0.4
péché,-0.75
peau,-0.6
péage,-0.6
pays de rêve,0.8
Payer,-0.1
payant,-0.25
pauvres,-0.8
pauvrement,-0.75
pauses,-0.4
Pause,-0.25
patronage,0.5
patriotisme,0.25
patriotique,0.6
patriote,0.6
patrie,0.4
Pâtisserie,0.1
patiemment,1
pathétique,-0.75
paternité,0.6
patauger,-0.5
patauger,-0.5
passionnément,0.6
passionnément,1
passionné,0.4
passionné,0.5
passionnant,0.75
passer en contrebande,-0.8
pas impressionné,-0.5
pas favorable,-0.8
pas d'avance,-1
pas clair,-0.5
pas cher,-0.5
pas bien,-1
Partout dans la ville,-0.25
partisans,0.8
particularités,-0.4
particularité,-0.4
partial,-1
partagé,0.8
parrainer,0.6
pari,-0.25
parfumé,0.5
parfaitement,0.6
parfaitement,1
parfait,0.75
parfait,0.8
parfait,1
paresseux,-0.75
paresseux,-0.75
paresseux,-0.6
paresseusement,-0.25
paresse,-1
parenté,0.8
pardonner,0.5
pardonné,0.4
pardonne,0.4
Pardon,-0.5
paralyser,-0.75
paralysant,-1
paradis,0.8
par inadvertance,-0.4
par erreur,-0.8
par erreur,-0.8
panne,-0.75
paniqué,-0.6
paludisme,-1
pals,-0.25
palpiter,-0.75
palpité,-0.6
palpitant,0.5
palissade,-0.6
paix,0.75
paisible,0.5
paillard,-0.25
païens,-0.6
païen,-0.5
Paiement,-0.1
pagaille,-0.75
pacifiquement,0.5
oversells,-0.6
ovation,0.6
ouvrages d'art,0.6
ouvrage,-0.25
ouverture,0.5
ouvertement,0.6
outsider,-0.6
outshone,1
outrageusement,-0.8
outrages,-1
outrage,-1
outrage,-0.8
outplayed,-0.25
outmaneuvered,-0.4
outdid,-0.4
oursin,-0.25
ouragan,-0.8
ouï-dire,-0.6
Oui en effet,-1
Oui,0.8
oublis,-0.25
oublieux,-0.5
oublier,-0.5
oublié,-0.5
oublie,-0.8
oubli,-0.8
oubli,-0.8
otage,-0.5
ostraciser,-1
ostracisé,-1
ostensiblement,-0.5
osciller,-1
oscille,-0.6
ortie,-1
orphelins,-1
orphelinat,-1
orphelin,-0.5
ornières,-0.6
orneriness,-0.25
orner,0.4
orné,0.4
orné,0.6
originalité,0.5
orientation,0.5
orgasme,0.5
organiser,0.4
organisé,0.6
organisation,0.4
organiques,0.4
oreillons,-0.8
oreille,-0.25
ordures,-0.75
ordonné,0.5
ordonné,0.6
ordination,0.6
orageux,-0.5
orage,-0.25
oracle,0.4
opulent,0.8
optionnel,0.25
option,0.4
optimiste,0.5
optimiste,0.5
optimiste,0.75
optimiste,1
optimisme,1
optimal,1
opprimer,-0.5
opprimé,-1
opprimé,-0.25
oppressive,-1
oppression,-1
oppression,-0.5
oppressif,-0.75
oppresseurs,-1
oppresseur,-1
oppositions,-1
opposition,-0.5
opposer,-0.8
opposé,-0.8
Opportunités,1
opportunité,0.5
opportuniste,-0.4
opportun,0.25
opportun,0.5
opportun,1
opium,-0.8
opiniâtreté,-0.25
opiniâtre,-0.25
opiacé,-0.8
omniscient,-0.25
omission,-0.6
omettre,-0.25
omelettes,0.4
ombrageux,-0.8
ombragé,-1
ombragé,-0.5
oligarchie,-0.25
oisif,-0.8
oint,0.6
ogre,-0.8
offrir,0.5
offre,0.1
officieux,-0.4
offensivement,-1
offensive,-0.5
offenser,-0.75
offensé,-0.75
offense,-0.5
offensante,-1
odieux,-1
odieux,-0.75
odieux,-0.5
odieux,-0.5
odieusement,-1
odeurs,-0.25
odeur,-1
odeur,-0.25
octroi,0.8
occuper,0.25
Occupation,0.1
occulte,-0.8
occlusion,-0.6
occlus,-0.6
occlus,-0.6
occlure,-0.6
obtus,-0.5
obtenu,0.8
obtention,0.8
obstruer,-0.8
obstruer,-0.5
obstrué,-0.8
obstrue,-0.8
obstruction,-0.5
obstruction,-0.25
obstructif,-0.25
obstinément,-0.8
obstinément,-0.5
obstinément,-0.25
obstiné,-0.75
obstacles,-0.8
obstacle,-0.8
obstacle,-0.75
obstacle,-0.75
obsolète,-0.5
obsessions,-0.4
obsessionnellement,-0.6
obsessionnel,-0.5
obsession,-0.6
obsession,-0.4
observatoires,0.4
observateur,0.6
obséder,-0.4
obsédé,-0.4
obsédé,-0.25
obsédant,-0.6
obscurité,-0.75
obscurité,-0.75
obscurité,-0.5
obscurcit,-0.6
obscurcissant,-0.25
obscurci,-0.6
obscur,-0.6
obscénité,-1
obscénité,-0.5
obscénement,-1
obscène,-1
oblitéré,-0.75
oblitération,-1
oblique,-0.4
oblique,-0.25
Obliger,-0.6
obliger,-0.1
obligeant,-0.25
obligé,-0.4
objet,-1
objections,-0.6
objection,-0.25
obit,-0.25
obésité,-0.6
obèse,-0.75
obéissance,0.25
oasis,0.5
nymphes,0.4
nutritif,1
numbly,-0.25
nullement intimidé,-0.4
nuisible,-0.75
nuisance,-0.5
nuire,-1
nuire,-0.4
nucléaire,-0.4
nuageux,-0.25
nuage,-0.25
nu,0.4
noyé,-0.8
noyade,-0.5
novice,-0.25
nouveauté,0.5
Nouveau,0.8
nous anti,-1
nourriture,0.25
nourrissant,0.8
nourrir à la cuiller,-0.25
nourrir,0.5
nourrir,0.8
nourrir,0.8
nourri,0.25
notoriété,0.25
notoirement,-0.4
notables,0.6
notable,0.6
nostalgique,0.4
normalité,0.6
normalité,0.6
non-testé,-1
non-prouvé,-0.25
non-dit,-0.25
non-croyants,-0.6
non-conformité,-0.8
non violent,0.8
non violent,1
non traité,-0.25
non testé,-0.4
non spécifié,-0.4
non sécurisé,-0.8
non sécurisé,-0.25
non respecté,-0.5
non résolu,-1
non récupéré,-0.8
non qualifié,-1
non publié,-0.25
non prouvé,-0.8
non protégé,-0.8
non programmée,-0.25
non pris en charge,-0.75
non préparé,-0.75
non peint,-0.1
non payé,-0.8
non partagé,-0.6
non organisé,-1
non officiel,-0.1
non observé,-0.25
non naturel,-0.75
non meublé,-0.6
non marqué,-0.25
non lavé,-0.6
non initié,-0.6
non infecté,0.25
non formé,-0.8
non financé,-0.25
non fiable,-0.75
non évalué,-0.6
non essentiel,-0.6
non encombré,0.6
non dissous,-1
non crédité,-0.8
non créative,-1
non convaincu,-0.5
non conforme,-0.8
non confirmé,-0.5
non confiance,-1
non compétitif,-0.25
non ciblé,-0.8
non authentique,-1
non assuré,-0.8
non amélioré,-0.8
non amarré,-0.25
non affecté,1
nomination,0.6
Nom de Dieu,-1
noix,-1
noirci,-0.6
noirceur,-0.25
nœud coulant,-0.5
nocif,-0.75
noblesse,0.1
noblement,1
noble,0.6
noble,0.75
Nobel,1
nivelé,-0.25
niveau,0.4
nitpicking,-1
nitpick,-1
nirvana,0.8
nihilisme,-0.8
nightsticks,-0.6
niggle,-0.25
nigaud,-0.5
nier,-0.8
Nier,-0.75
nier,-0.75
nie,-0.5
nid de poule,-0.8
nicotine,-0.25
nichée,-0.6
niaisement,-1
névrosé,-0.5
névrose,-0.8
neurotiquement,-0.8
nettoyeur,0.5
nettoyer,0.75
nettoyage,0.5
nettoyage,0.6
nettoie,0.6
nettlesome,-0.4
nettement,-0.25
nervosité,-0.5
nerveux,-0.75
nerveux,-0.75
nerveux,-0.4
nerveux,-0.25
nerveusement,-0.5
nerfs,-0.4
nerf,-0.4
népotisme,-0.5
Némésis,-1
neige fondue,-0.6
neige fondante,-0.4
nègre,-0.75
négocier,-0.4
négociateur,-0.4
négliger,-0.25
négliger,-0.25
négligent,-0.8
négligent,-0.75
négligent,-0.5
négligence,-1
négligence,-0.75
négligence,-0.5
négligence,-0.5
négligemment,-1
négligemment,-1
négligé,-0.75
négligé,-0.5
négligé,-0.25
néglige,-0.8
négativité,-0.5
négation,-0.25
négatifs,-0.8
négatif,-0.75
négatif,-0.5
nectar,0.6
nécrologie,-0.6
nécessiteux,-1
nébuleux,-1
nébuleusement,-1
ne voulant pas,-0.8
ne tient pas compte,-0.6
ne répond pas,-1
ne répond pas,-0.8
ne pas tenir compte,-0.6
ne pas croire,-0.75
Ne pas aimer,-1
ne pas aimer,-0.8
ne fonctionne pas,-1
né,0.6
navigable,0.75
nauséeux,-1
nauséeux,-1
nauséeux,-0.5
nauséats,-1
nauséabond,-1
naufrage,-0.25
Naturel,0.6
naturaliste,0.6
narcotique,-0.8
nappe,0.25
naïvement,-0.5
naïvement,0.8
naïve,-0.25
naissance,0.6
nain,-0.4
nain,-0.25
nadir,-0.25
nab,-0.6
n'aime pas,-0.8
n'aimait pas,-0.75
mythe,-0.25
mystifier,-0.25
mystérieux,-0.4
mystérieusement,-0.5
mystère,-0.4
myopie,-1
myopie,-0.6
myope,-1
mutuel,0.6
mutinerie,-1
mutiler,-0.8
mutiler,-0.5
mutilé,-1
mutilé,-1
mutilation,-1
