x,y
communiste,-0.5
commémoratif,0.8000000000000002
commémoration,0.8000000000000002
commémorer,0.8000000000000002
compact,0.4000000000000001
compagnon,0.4000000000000001
compartimenter,-0.25
compatibilité,0.6
compatible,0.5
compatissant,0.75
compensatoire,0.4000000000000001
compenser,0.6
complaisant,-0.5
complet,0.75
complexe,0.25
complexité,0.25
complication,-0.5
complice,-0.75
compliment,0.5
compliments,0.25
compliquer,-0.4000000000000001
compliqué,-0.5
comploter,-0.6
complètement,0.4000000000000001
complément,0.5
complémentaire,0.5
compléments,1.0
complémenté,1.0
compléter,0.8000000000000002
complétude,1.0
composer,0.25
composition,0.4000000000000001
composé,0.8000000000000002
compoundage,-0.25
comprenant,0.6
comprend,1.0
comprendre,0.9
compression,-0.25
compris,0.8000000000000002
compromettre,-0.5
compromis,0.07500000000000001
compréhensible,0.8000000000000002
compréhension,1.0
comptable,-0.25
compte à rebours,-0.25
compulsif,-0.8000000000000002
compulsion,-0.5
compétence,0.7799999999999999
compétent,0.5
compétitif,0.5
compétition,-0.25
comtesse,0.25
comédie,0.5
con,-0.25
concen,-1.0
concentrer,0.6
concentré,0.6
concept,0.4000000000000001
concerné,-0.6
concession,-0.4000000000000001
conciliates,0.6
conciliation,0.6
conciliatoire,0.6
concilier,0.55
concilié,0.6
concis,1.0
concocter,-0.25
concordance,0.8000000000000002
concorde,-0.8000000000000002
concordé,1.0
concourir,-0.4000000000000001
concurrent,-0.25
concéder,-0.4000000000000001
concédé,-0.4000000000000001
condamnable,-1.0
condamnation,-0.75
condamne,-0.5
condamner,-0.75
condamné,-0.45
condescendance,-0.75
condescendant,-0.75
condescendre,-1.0
condoléances,-0.4000000000000001
conductivité,0.4000000000000001
conduire,0.25
confession,-0.75
confiance,0.625
confiant,1.0
confier,-0.25
confiner,-0.25
confiné,-0.5
confirmé,0.5333333333333333
confiscation,-0.8000000000000002
confisquer,-0.8000000000000002
confisqué,-0.5
confit,0.6
confiture,-1.0
conflictuel,-1.0
conflit,-0.75
conflits,-0.5
confond,-0.8000000000000002
confondant,-0.4000000000000001
confondre,-0.5
confondu,-0.5
conforme,0.5
conformité,-0.15000000000000002
confort,0.9166666666666666
confortable,0.875
confortablement,1.0
confronté,-0.6
confrérie,0.8000000000000002
confus,-0.5
confusion,-0.375
confusions,-1.0
confédéré,-0.4000000000000001
congelé,-0.25
congestion,-0.5
congestionné,-1.0
congruence,0.4000000000000001
congrégation,0.25
connaissance,0.6
connaisseur,0.6
connard,-0.9375
connards,-1.0
connerie,-0.5
connivence,-0.5
conscience,0.4000000000000001
consciencieux,0.5
conscons,-1.0
conseil,0.4000000000000001
conseil d'expert,1.0
conseiller,0.6999999999999998
conseillé,0.75
consensus,0.6
consent,0.8000000000000002
consentement,0.8000000000000002
conservateur,-0.20000000000000004
conserver,0.8000000000000002
considérable,0.10000000000000002
considérations,0.8000000000000002
consigné,0.4000000000000001
consistait,0.4000000000000001
consolable,0.4000000000000001
console,0.25
consoler,0.4000000000000001
consommé,0.5
conspirateur,-0.65
conspiration,-0.5
conspirations,-1.0
conspirer,-0.5
conspiré,-1.0
constance,0.75
consternation,-0.75
consterné,-0.5
constipation,-1.0
constitutionnel,0.8000000000000002
constructif,1.0
construction,0.6
construire,0.10000000000000002
construit,0.6
consécration,0.4000000000000001
conséquences,-0.65
contact,0.4000000000000001
contagieux,-0.75
contagion,-0.5
contagions,-1.0
contamination,-0.5
contamine,-1.0
contaminer,-0.75
contaminés,-0.5
contemplation,0.25
contemporain,0.4000000000000001
content,0.5
content de,0.75
contentement,0.6
contentieux,-0.75
contention,-0.25
contenu,0.6
contestable,-0.5
contestant,-0.6
contestation,-0.6
contesté,-0.5
conteur,0.4000000000000001
continuer,0.4000000000000001
continuité,0.4000000000000001
contorsions,-1.0
contractions,-0.8000000000000002
contracté,-0.5
contradiction,-0.55
contradictoire,-0.6166666666666667
contraignant,-0.5
contraindre,-0.65
contraint,-0.4166666666666667
contrainte,-0.8000000000000002
contraintes,-1.0
contraire,-0.6
contrarier,-0.725
contrarié,-0.9
contrariété,-1.0
contrasté,0.3
contre,-0.25
contre attaque,0.20000000000000004
contre-attaque,0.20000000000000004
contre-dépouilles,-0.4000000000000001
contre-productif,-1.0
contrebande,-0.9
contrebandier,-0.8000000000000002
contrecarrer,-0.775
contrecarré,-1.0
contredire,-0.375
contredit,-1.0
contremaître,-0.25
contrepoint,-0.4000000000000001
contreproductif,-1.0
contrevenir,-0.5
contribuer,0.8000000000000002
contribution,0.5
controverse,-0.5
controversé,-0.775
convainc,0.6
convaincant,0.6666666666666666
convaincre,0.5
convaincu,0.6
convenable,0.4000000000000001
convention,0.4000000000000001
conventionnel,-0.25
convergé,0.4000000000000001
converti,-0.25
convertir,-0.25
conviction,-0.5
convience,1.0
convivial,0.8000000000000002
convivialité,0.25
convoiter,-0.25
convoluté,-1.0
convoquer,-0.25
convulsions,-1.0
cooed,0.25
cool,0.75
coopérant,0.8000000000000002
coopérative,0.125
coopérer,0.8000000000000002
coordination,0.4000000000000001
coordonner,0.25
copain,1.0
copieux,0.375
copinage,-0.6
coq,-0.25
coqueluche,0.4000000000000001
coquin,-0.4166666666666667
coquins,-0.25
cordialement,0.5
cornue,-0.4000000000000001
coroner,-0.8000000000000002
corps,-0.75
correct,0.6
correctement,0.9
correction,-0.25
correspondance,0.4000000000000001
corroborer,0.6
corroboré,0.6
corroder,-1.0
corrompant,-0.5
corrompt,-1.0
corrompu,-0.8333333333333334
corrosif,-0.5
corrosion,-0.5
corrosions,-1.0
corsages,0.6
corvée,-0.5
cosmopolite,0.6
couche,-0.25
couchers de soleil,0.6
couchette,-0.25
coucou,-0.25
couine,-1.0
coulé,-0.5
coup,-0.5
coup d'auto,-1.0
coup dur,-0.625
coupable,-0.8125
coupe nette,1.0
coupe à blanc,0.8000000000000002
couper,-0.375
couper la moutarde,1.0
coupes,-0.25
coupeurs,-0.4000000000000001
coupists,-1.0
coups,-0.6999999999999998
coups de soleil,-0.25
coupure électrique,-0.25
cour,0.5
cour de récréation,0.5
courage,0.15
courageusement,1.0
courageux,1.0
courant,0.5
courbé,-0.45
coureur de jupons,-0.5
couronnement,0.6999999999999998
couronné,0.6
courroucé,-1.0
course,-0.4000000000000001
courte durée de vie,-1.0
courtiser,1.0
courtois,0.6750000000000002
courtoisie,0.5
coussin,0.6
couteau,-0.4000000000000001
couvent,0.10000000000000002
couvert,-0.6
couvrir,-0.4000000000000001
cozied,0.8000000000000002
coût plus élevé,-1.0
coût élevé,-1.0
coûteux,-0.25
crabby,-0.5
cracher,-0.425
craché,-0.6
craignant,-0.875
crainte,-0.5
craintes,-1.0
craintif,-1.0
craintivement,-0.5
crampe,-0.75
crampes,-1.0
cran,0.25
cranté,-0.4000000000000001
craps,-1.0
craquements,-1.0
craquer,-0.6999999999999998
craquine,-1.0
crash,-0.75
crasseux,-0.65
credential,0.4000000000000001
crescendo,0.6
creusement,-0.25
creuser,-0.25
creux,-0.55
crevasse,-0.5
crever,-0.8000000000000002
crevé,-0.4000000000000001
cri,-0.2833333333333333
criard,-0.5
crier,-1.0
crieurs,-1.0
crime,-0.5
criminalité,-1.0
criminel,-0.75
criquet,-0.6
cris,-0.25
crise,-0.75
crises,-1.0
crispé,-0.5
crissement,-0.25
cristal,0.6
critique,-0.7875000000000001
critiquer,-0.75
critiques,-0.5
critiqué,-0.5
croire,0.8000000000000002
croisade,-0.10000000000000002
croissance,0.65
croissance la plus rapide,0.8000000000000002
croissance rapide,0.8000000000000002
croisés,-0.25
croquer,-0.25
croustillant,-0.075
croyable,0.8000000000000002
croyant,0.6
croyants,0.8000000000000002
croître,0.8000000000000002
cruauté,-1.0
cruautés,-1.0
crucial,-0.10000000000000002
cruel,-1.0
cruellement,-0.5
crummy,-1.0
crypte,-0.8000000000000002
crânes,-0.4000000000000001
créateur,0.6
créatif,0.75
créature,-0.25
crédibilité,1.0
crédible,0.75
crédit,0.4000000000000001
crédité,0.4000000000000001
crédule,-0.875
crédulité,-1.0
créer,0.6
crétins,-0.5
cueillir,-0.25
cuillère,-1.0
cuillère nourrir,-1.0
cuisant,-1.0
cuisson,-0.6
cuit,-0.25
cul,-0.5
culinaire,0.5
culmination,0.4000000000000001
culpabilité,-0.6999999999999998
culte,-0.375
cultes,0.25
cultivation,0.6
cultiver,0.6
cultivé,0.6999999999999998
culture,0.6
cur,-0.8000000000000002
cureall,1.0
curieuse,0.4000000000000001
curieux,0.125
curiosité,0.5
curriculum,-0.25
cyanure,-1.0
cyclone,-0.25
cynique,-0.65
cynisme,-0.5
câlins,0.8000000000000002
cécité,-0.8000000000000002
céder,-0.25
cédé,-0.4000000000000001
céleste,0.575
célèbre,0.775
célébration,0.8000000000000002
célébrer,0.625
célébrité,0.75
cérébral,0.10000000000000002
côte,0.6
cœur,0.6
d'accord,0.75
d'occasion,-0.6
daigner,-0.8000000000000002
damnable,-1.0
damnation,-0.75
damné,-1.0
danger,-0.625
dangereusement,-0.6333333333333333
dangereux,-0.625
dangerosité,-1.0
dangers,-0.8000000000000002
danke,1.0
danken,1.0
dans tout l'état,-0.25
danse,0.6
daresay,-0.25
de beurre,0.6
de bon augure,0.5
de bonne humeur,0.75
de confiance,0.5
de courte durée,-0.25
de défi,-0.75
de façon saisissante,-0.6
de force,-0.8000000000000002
de félicitations,0.5
de fête,1.0
de guingois,-0.6
de la conversation,0.6
de manière absurde,-0.6
de manière attrayante,1.0
de manière compacte,0.4000000000000001
de manière incohérente,-0.8000000000000002
de manière satisfaisante,0.5
de manière simpliste,0.4000000000000001
de mauvais augure,-0.5
de mauvaise humeur,-0.75
de mauvaise qualité,-0.5
de moisi,-0.5
de panique,-1.0
de poisson,-0.6
de premier plan,0.25
de précaution,-0.4000000000000001
de préférence,0.8000000000000002
de regret,-0.5
de renfermé,-0.25
de reproche,-1.0
de représailles,-0.5
de semblable,0.0
de tout cœur,1.0
de travers,-1.0
deadbeat,-1.0
deadon,0.25
debaser,-0.8000000000000002
debonair,0.6
defier,-0.5
demande,-0.5
demander,-0.25
demandes,-0.4000000000000001
demandeur,-0.25
demandé,-0.4000000000000001
demi-cœur,-1.0
denier,-0.25
deniers,-0.25
dense,-1.0
dents,-0.6
dernier fossé,-1.0
des accidents,-1.0
des affrontements,-0.8000000000000002
des alliés,0.25
des animations,0.4000000000000001
des bactéries,-0.6
des bruits,-1.0
des catastrophes,-1.0
des chocolats,0.6
des cicatrices,-1.0
des concessions,-0.25
des croûtes,-1.0
des difficultés,-0.5
des douleurs,-0.75
des drones,-0.4000000000000001
des esclaves,-1.0
des excuses,-0.5
des fardeaux,-0.5
des foyers,-0.25
des fraudes,-1.0
des loisirs,0.8000000000000002
des menaces,-0.75
des morts-vivants,-0.25
des noisettes,-0.25
des ordures,-0.5
des panders,-0.8000000000000002
des pesticides,-0.8000000000000002
des points de suture,-0.6
des poisons,-1.0
des relations,0.25
des reproches,-0.8000000000000002
des risques,-0.25
des rois,-1.0
des rouilles,-0.25
des soucis,-0.5
des sourires,0.65
des tas,-0.25
des économies,0.5
des étincelles,0.6
desjects,-1.0
dette,-0.75
dettes,-0.8000000000000002
deuil,-0.75
deux face,-0.25
deux faces,-1.0
deuxième niveau,-0.625
devancer,-0.25
devant,0.8000000000000002
diable,-0.5
diabolique,-0.75
diabolisant,-1.0
diabolise,-1.0
diaboliser,-1.0
diabolisé,-1.0
diatribe,-0.5
diatribes,-0.8000000000000002
diffamation,-0.5
diffamations,-1.0
diffamatoire,-0.6
diffamer,-0.5
difficile,-0.62
difficulté,-0.5
difficultés,-0.8000000000000002
différer,-0.25
différé,-0.75
digne,0.75
digne d'intérêt,1.0
digne de confiance,1.0
dignité,0.5
dilatoire,-0.8000000000000002
dilemme,-0.5
diligemment,0.6
diligence,0.5
dilly dally,-1.0
dillydallying,-0.4000000000000001
dilué,-1.0
diminuer,-0.6
diminution,-0.25
diminué,-0.6
diplomatie,0.6
dipshit,-1.0
directeur,-0.4000000000000001
dirtbags,-1.0
discipliné,-0.25
discombobuler,-0.8000000000000002
discontinuité,-0.5
discordant,-0.75
discoureusement,-1.0
discours,0.25
discours solennel,0.4000000000000001
discourtois,-1.0
discrimination,-0.5
discrétion,0.6
discrétionnaire,0.4000000000000001
disculper,0.25
discutable,-0.4666666666666666
discutablement,-0.4000000000000001
disette,-0.5
disgracieux,-1.0
disgracié,-0.75
disgrâce,-1.0
disparate,-0.6
disparition,-0.55
disparu,-0.5666666666666668
disponible,0.65
disposé,-0.6
dispute,-1.0
disqualifier,-0.8000000000000002
dissed,-1.0
dissident,-0.5
dissimulateur,-0.25
dissimulation,-0.8000000000000002
dissimuler,-0.25
dissiper,-0.6
dissolu,-0.25
dissonance,-0.5
dissonant,-1.0
disséquer,-0.4000000000000001
distant,-0.5
distendu,-0.6
distinction,0.5
distorsion,-0.5
distrait,-0.9
distraitement,-0.25
dithering,-0.8000000000000002
divergences,-0.6
divers,-1.0
diversifié,1.0
divertissant,0.75
divertissement,0.8000000000000002
divin,1.0
divinement,1.0
divisé,-0.5
doigts,-0.25
dolor,-0.25
dominateur,-0.25
domineer,-0.25
dommage,-0.75
dommageable,-1.0
don,0.8000000000000002
donateur,0.6
donnant,0.25
donner un coup,-0.25
dorloter,0.8000000000000002
dos,-0.4000000000000001
dote,1.0
double,0.25
doublure dure,-1.0
doucement,0.6
douceur,0.55
douchbag,-1.0
douche,-0.5
douleur,-0.6666666666666666
douleurs,-0.75
douloureusement,-0.5
douloureux,-0.875
doute,-0.75
douté,-0.8000000000000002
doux,0.6
doué,0.5
dragon,-0.25
dragué,-0.25
drippy,-1.0
drogue,-0.10000000000000002
droite,0.8000000000000002
droiture,0.6
drone,-0.4000000000000001
drôle,0.8000000000000002
drôlement,0.25
du froid,-0.5
du gouverneur,-0.25
dur,-1.0
dur à cuire,0.6999999999999998
durcir,-0.25
dure,0.25
durement,-1.0
dureté,-0.375
dynamisme,1.0
débandade,-0.75
débattre,-0.5
débauche,-0.5
débaucher,-0.9
débile,-0.5
débilitant,-1.0
débiliter,-1.0
débilité,-0.8000000000000002
débiteur,-0.6
débris,-0.5
débâcle,-0.5
décadence,0.8000000000000002
décadent,0.6
décalage,-0.6
décalé,-0.6
décapiter,-1.0
décence,0.5
décent,0.5
déception,-1.0
déceptions,-0.75
décevant,-1.0
décevoir,-1.0
décharge,-0.6
décharges,-0.6
décharné,-0.8000000000000002
déchaîne,-0.5
déchaînement,-0.5
déchaîner,-0.25
déchet,-0.5
déchets,-0.75
déchiqueté,-0.6
déchirant,-0.25
déchirer,-0.25
déchirure,-0.25
déchirures,-0.6
déchiré,-0.5833333333333334
déchu,-0.5
déchéance,-1.0
décisif,0.5
déclamer,-0.75
déclaration inexacte,-0.5
déclaratoire,0.25
déclarer forfait,-0.75
déclenchement,-0.8000000000000002
déclencheur,-0.4000000000000001
déclin,-0.575
déclinaison,-0.6
déclinant,-0.5
décline,-0.6
décliner,-1.0
décoché,-0.6
décollé,-0.6
décoloration,-0.6
décoloré,-0.6
décombres,-0.6
décomposition,-0.6
déconcentré,-0.25
déconcertant,-0.6
déconcerter,-0.7125
déconcerté,-0.6
déconner,-1.0
déconsidération,-0.8000000000000002
décourageant,-0.75
décourager,-0.8000000000000002
découragé,-0.8333333333333334
décousu,-0.6
décrier,-0.55
décrié,-1.0
décroissant,-0.4000000000000001
décrypteur,0.25
décrypté,-0.25
décrémenter,-0.5
décrépitude,-0.8000000000000002
décès,-0.75
décédé,-1.0
décéléré,-0.4000000000000001
dédaigneux,-0.8000000000000002
déduire,-0.25
défaillances,-0.4000000000000001
défait,-0.4000000000000001
défaite,-0.525
défaites,-0.8000000000000002
défaut,-0.625
défauts,-0.5
défavorable,-0.5
défection,-0.6
défectueux,-0.6666666666666666
défendre,0.25
défendu,0.25
défenseur,0.75
défenseurs,0.25
défensive,-0.5
défi,-0.375
déficience,-0.8000000000000002
déficiences,-0.5
déficient,-1.0
déficit,-0.5
défiler,-1.0
défilé,-0.5
définitive,0.6
déflation,-0.25
défoncé,-0.5
déformation,-1.0
déforme,-0.5
déformer,-0.55
déformé,-0.625
défunt,-0.5
défèque,-0.6
dégagement,0.4000000000000001
dégager,0.4000000000000001
dégainé,0.4000000000000001
dégingandé,-0.5
déginifié,1.0
dégonfler,-0.5
dégoût,-0.5
dégoûté,-0.75
dégradant,-0.75
dégradation,-0.75
dégrader,-0.75
dégradé,-1.0
dégringole,-0.4000000000000001
dégringolé,-0.5
déguisement,-0.25
déguisements,-0.25
dégâts,-0.75
dégénérative,-1.0
dégénérer,-0.5
dégénérescence,-1.0
dégénéré,-1.0
déjoué,-0.6
délabré,-0.75
délavé,-0.625
délectable,0.5
délibéré,-0.25
délicat,-0.4000000000000001
délicatesse,0.65
délice,1.0
délices,1.0
délicieusement,1.0
délicieux,0.6833333333333332
délinquance,-0.5
délinquant,-0.625
délirant,-0.5
délire,-0.5
délires,-1.0
délit,-0.25
délivrance,0.4000000000000001
délivrer gratuitement,1.0
déloyal,-0.55
déloyauté,-1.0
déléguer,0.10000000000000002
délétère,-1.0
démangeaisons,-0.25
démanger,-0.5
démantelé,-0.6
démence,-0.5
dément,-1.0
démentir,-0.6
démesurément,-0.6
démission,-0.5
démissionnaire,-0.6
démissionne,-0.6
démissionner,-0.5
démodé,-0.8000000000000002
démolir,-0.5
démolisseur,-1.0
démolition,-0.6
démon,-0.4166666666666667
démoniaque,-0.75
démons,-1.0
démonstratif,0.4000000000000001
démontrable,0.10000000000000002
démontré,0.4000000000000001
démoralisant,-1.0
démoraliser,-1.0
démoralisé,-0.75
démêler,-0.10000000000000002
démêlé,-0.5
dénaturer,-0.5
dénigrement,-0.8000000000000002
dénigrer,-0.85
dénonce,-0.6
dénoncer,-0.6750000000000002
dénonciation,-0.5
dénonciations,-0.6
dépanneurs,-1.0
dépasse,0.5
dépassement,-0.20000000000000004
dépasser,0.1875
dépassé,-0.4666666666666666
dépendance,-1.0
dépendant,0.4000000000000001
dépense,-0.25
dépenser,-0.25
dépenses,-0.25
dépensé,-0.625
dépit,-0.625
déplacer,-0.5
déplacé,-0.8000000000000002
déplaisant,-1.0
déplorer,-1.0
dépossédé,-1.0
dépouilles,-1.0
dépérissement,-1.0
déraisonnable,-0.75
dérange,-0.25
dérangeant,-0.5
dérapage,-0.25
déraper,-0.6
dérapé,-0.25
dérisoire,-0.8000000000000002
déroutant,-0.5666666666666667
déroute,-0.4000000000000001
dérouter,-0.6
dérouté,-0.6
désagréable,-0.75
désalignements,-1.0
désappointé,-1.0
désarmant,-0.6
désastreusement,-0.5
désavantageux,-1.0
désavouer,-0.8000000000000002
désespoir,-0.75
désespéré,-0.75
désespérément,-0.5499999999999999
déshonorant,-1.0
déshumanisant,-1.0
déshumanisation,-1.0
déshumanise,-1.0
déshumaniser,-0.5
déshumanisé,-1.0
désincarné,-0.5
désinformation,-0.5
désintégration,-0.5
désintégrer,-0.5
désintéressé,0.25
désinvestissement,-0.4000000000000001
désinvestissements,-0.8000000000000002
désinvolte,-1.0
désinvolture,-1.0
désireux,0.75
désobéi,-0.8000000000000002
désolé,-0.5
désordonné,-0.65
désordre,-0.75
désorganisé,-0.75
désormais,-0.25
déséquilibre,-0.8000000000000002
déséquilibré,-0.8000000000000002
détails,0.25
détermination,0.8000000000000002
déterrement,-0.6
détestable,-0.5
déteste,-0.875
détester,-0.75
détesté,-0.75
détournement,-0.8000000000000002
détraqué,-0.8000000000000002
détrempé,-0.43333333333333335
détresse,-1.0
détruit,-1.0
détérioration,-1.0
dévaler,-1.0
développer,0.10000000000000002
déviation,-0.4000000000000001
dévier,-1.0
dévoiler,0.25
dévorer,-0.4000000000000001
dévouement,0.5
dévoué,0.65
dévoyer,-1.0
déçoit,-0.5
déçu,-1.0
dû,-0.25
eaux usées,-0.6
ecchymoses,-1.0
efface,0.5
effacement,-0.6
effacer,-0.6750000000000002
effacé,0.5
efficace,0.8000000000000002
efficacité,0.6
effiloché,-0.6
effing,-0.10000000000000002
effondrement,-0.75
effondrer,-0.75
effondré,-0.8000000000000002
effraie,-1.0
effrayant,-0.625
effrayer,-0.6666666666666666
effrayé,-0.5
effritement,-0.5
effroyable,-0.75
effusion,0.13333333333333333
ego,-0.25
elan,1.0
elle est comme,0.0
embardée,-0.5
embargo,-0.8000000000000002
embarras,-0.5
embarrassant,-0.8000000000000002
embarrasser,-0.8000000000000002
embellir,0.75
embellissement,0.8000000000000002
emblème,0.4000000000000001
embobiner,-0.25
embrasse,0.8000000000000002
embrasé,0.8000000000000002
embrouiller,-0.75
embrouillé,-0.25
embuscade,-0.5
embué,-0.6
embêtant,-1.0
emmêlé,-0.4000000000000001
empathie,0.5
empathiser,0.6
empirer,-0.5
empiéter,-1.0
empoisonnement,-0.5
empoisonné,-0.75
empreintes digitales,-0.4000000000000001
emprisonner,-0.5
emprisonné,-1.0
empêche,0.25
empêcher,-0.8000000000000002
empêché,0.25
en abondance,0.25
en apparence,-0.25
en arrière,-0.45
en bonne santé,0.75
en cage,-0.8000000000000002
en colère,-0.6750000000000002
en conflit,-1.0
en conséquence,0.25
en coopération,1.0
en cours d'analyse,0.25
en désaccord,-0.55
en espèces,0.4000000000000001
en espérant,0.6
en faillite,-1.0
en feu,-0.25
en forme,0.4000000000000001
en guerre,-1.0
en herbe,1.0
en lambeaux,-1.0
en miettes,-0.6
en morceaux,-0.6
en permanence,-0.25
en phase terminale,-0.6
en plaisantant,0.6
en pointillé,0.25
en purée,-0.25
en relief,0.4000000000000001
en remuant,1.0
en retard,-0.75
en sous-effectif,-0.8000000000000002
en surpoids,-0.5
en train de lire,0.10000000000000002
en vain,-0.8000000000000002
en vedette,0.4000000000000001
en volant,0.10000000000000002
en vrac,-0.25
en équilibre,-0.10000000000000002
encastré,0.6
enchanter,0.5
enchanteur,0.5
enchanté,0.875
enchaîné,-0.6
encombrant,-1.0
encombrement,-1.0
encordé,-0.4000000000000001
encourager,0.6
enculé,-1.0
enculés,-1.0
endetté,-0.6
endoctrine,-0.4000000000000001
endoctrinement,-0.5
endoctriner,-0.45
endoctriné,-0.4000000000000001
endolori,-1.0
endommagé,-0.5
endosse,0.5
endosser,0.5
enduit de sucre,-0.625
endurance,0.75
endurci,-0.75
enfance,0.6
enfant,0.6
enfantin,0.6
enfer,-0.65
enfer plié,-0.8000000000000002
enfers,-1.0
enfin,0.4000000000000001
enfiévré,-0.8000000000000002
enflammer,-1.0
enflammé,-1.0
enfoiré,-1.0
enfoncer,-1.0
enfouissement,-0.25
enfreindre,-1.0
engagement,0.5
engagé,0.55
engins,-0.25
engouement,-0.25
engourdi,-0.6750000000000002
engourdissement,-0.6
engraisser,-0.4000000000000001
enjoué,0.6
enlevé,-0.375
enlèvement,-0.75
enlèvements,-1.0
ennemi,-0.75
ennemis,-0.5
ennui,-1.0
ennuis,-1.0
ennuyer,-0.875
ennuyeusement,-1.0
ennuyeux,-0.9166666666666666
enquêter,0.25
enquêteur,-0.25
enrageant,-0.5
enrages,-1.0
enragé,-0.5
enregistre,0.8000000000000002
enregistré,0.8000000000000002
ensoleillement,0.5
ensoleillé,0.6
ensorceler,-1.0
entaille,-0.5
entaillé,-1.0
entassement,-0.6
enterrement,-0.5
enterré,-0.6
enthousiasme,1.0
enthousiaste,0.5
entorse,-0.8000000000000002
entorses,-0.8000000000000002
entraine toi,0.4000000000000001
entrave,-0.8000000000000002
entraver,-0.5
entraînant,0.8000000000000002
entraîner par la flatterie,-0.25
entreprenant,0.75
entrepreneur de pompes funèbres,-0.6
entrer en collision,-0.5
entrer en vigueur,-0.25
entêtement,-0.6
envahi,-0.55
envahir,-0.6
envahissant,-0.6999999999999998
envahisseur,-0.5
envahisseurs,-0.8000000000000002
envelopper,-0.4000000000000001
enveloppé,-0.4000000000000001
envie,-0.9
envieux,-0.5
envoûtant,0.6
envoûtement,0.5
envoûté,0.5
ergoter,-0.8000000000000002
errant,-0.6
erreur,-0.5
erreur de lecture,-0.5
erreurs de prononciation,-0.25
erroné,-0.75
escapade,-1.0
escarmouche,-0.8000000000000002
esclaffer,-0.25
esclave,-0.75
esclaves,-0.8000000000000002
escroc,-0.5
escrocs,-1.0
escroqueries,-0.5
espionnage,-0.6
espiègle,1.0
espoir,1.0
esprit,0.55
esprit qui souffle,1.0
esprits,0.25
espère,0.6
espérait,-1.0
espérant,0.4000000000000001
esquiver,-0.25
essaimé,-0.4000000000000001
essoré,-0.25
est comme,0.0
est tombée,-0.5
esthétique,0.25
estime,0.6
estropié,-0.5
estropiés,-0.5
euphorie,0.5
euphorique,0.75
euphoriquement,0.8000000000000002
euthanasie,-0.4000000000000001
exacerbation,-0.8000000000000002
exacerber,-0.5
exagère,-0.6999999999999998
exagération,-0.5
exagérer,-0.58
exagéré,-0.5
exagérément,0.25
exaltant,0.75
exaltation,0.5
exalter,0.6333333333333333
exalté,0.51
exalément,0.25
exaspère,-1.0
exaspérant,-0.75
exaspérante,-1.0
exaspération,-0.75
exaspérer,-0.875
exaspéré,-1.0
exaspérément,-1.0
excavations,-0.25
excavé,0.25
excelle,1.0
excellence,0.875
excellent,1.0
exceller,0.75
excellé,0.9
excentrique,-0.425
exceptionnel,0.625
exceptionnellement,0.20000000000000004
excessif,-0.6999999999999998
excessivement,-0.8000000000000002
excitable,0.6
excitation,0.8666666666666667
excite,0.6
exciter,0.75
excité,0.07500000000000001
exclu,-0.55
exclure,-0.8000000000000002
exclusion,-0.75
excorier,-0.8000000000000002
excrément,-0.8000000000000002
excréments,-0.8000000000000002
excursions,0.4000000000000001
excuse,-0.75
excuses,0.6
excusé,-0.25
excès,-0.25
exellent,1.0
exemplaire,0.5
exemple,0.9333333333333332
exempter,-0.25
exemption,-0.25
exercé,1.0
exhorbitant,-1.0
exhortation,0.8000000000000002
exhorter,-0.10000000000000002
exigeant,-0.3333333333333333
exigu,-1.0
exilé,-0.5
exonère,0.8000000000000002
exonérer,0.8000000000000002
exonéré,0.8000000000000002
exorbitance,-1.0
exorbitant,-0.425
exorcisme,-0.6
exotique,0.6
expansif,0.4000000000000001
expatrié,-0.4000000000000001
expert,0.8000000000000002
expertement,0.8000000000000002
expiation,-0.25
expier,-0.25
expirer,-0.5
expiré,-0.5
explicite,-0.25
exploit,0.0
exploitant,-0.5
exploitation,-1.0
exploitation forestière,-0.25
exploits,-1.0
exploité,-0.5
explorant,0.6
explorateur,0.6
exploration,0.5
explorations,0.4000000000000001
explose,-0.6
exploser,-0.5
explosif,-0.5
explosion,-0.4666666666666666
explosions,-0.5
explétif,-0.4000000000000001
expose,-0.4000000000000001
exposer,-0.4000000000000001
exposé,-0.5
expropriation,-0.5
exproprier,-0.6
expulse,-1.0
expulser,-0.7375000000000002
expulsion,-0.65
expédition,0.6
expérimenté,0.6
exquis,0.5
exquisement,0.75
exsangue,-0.4000000000000001
extensif,0.5
extermination,-0.5
exterminer,-0.5
extorquer,-1.0
extorsion,-1.0
extraordinaire,0.75
extraordinairement,0.8000000000000002
extraterrestre,-0.6
extravagance,0.4000000000000001
extravagances,0.4000000000000001
extravagant,0.4000000000000001
extravagante,0.4000000000000001
extrémisme,-0.4000000000000001
extrémiste,-0.6
extrémistes,-0.6
extrémité,-0.25
extrêmement,0.6
exubérance,0.5
exubérant,0.5
exubérante,0.8000000000000002
exultant,0.45
exultation,0.4000000000000001
exulter,0.4000000000000001
exultingly,0.4000000000000001
exécrer,-0.8000000000000002
exécution,-1.0
eyecatch,1.0
fabricants,-0.25
fabrication,-0.5
fabrications,-0.6
fabriquer,-0.5
fabriqué,-0.6
fabuleusement,1.0
fabuleux,0.5
face cachée,-0.6
facile à utiliser,1.0
facilement,0.75
faciliter,0.25
facilité,0.75
facétieusement,-1.0
facétieux,-1.0
fade,-0.375
fagot,-0.8000000000000002
fagots,-0.8000000000000002
